vessel_id,vessel_type_new,timestamp,timestamp_epoch,latitude,longitude,speed_knots,in_anchorage,in_port_boundary,safety_score,dwt,fuel_category,main_engine_fuel_type,aux_engine_fuel_type,boil_engine_fuel_type,engine_type,mep,vref,sfc_me,sfc_ae,sfc_ab,ael,abl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 08:02:31+00,1743321751,-0.356666667,106.6583333,12.03,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 09:05:27+00,1743325527,-0.501666667,106.8133333,12.29,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 10:02:26+00,1743328946,-0.636666667,106.9533333,12.26,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 11:02:31+00,1743332551,-0.773333333,107.105,12.11,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 12:02:29+00,1743336149,-0.911666667,107.2516667,12.14,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 13:08:26+00,1743340106,-1.063333333,107.4133333,12.25,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 14:02:27.759+00,1743343347,-1.18,107.5566667,12.28,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 15:05:29+00,1743347129,-1.333333333,107.7066667,12.31,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 16:02:26+00,1743350546,-1.468333333,107.8433333,12.04,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 17:17:29+00,1743355049,-1.636666667,108.0283333,12.04,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 18:02:29+00,1743357749,-1.736666667,108.14,11.76,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 19:02:28+00,1743361348,-1.875,108.28,11.86,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 20:02:29+00,1743364949,-2.021666667,108.415,12.05,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 21:05:25+00,1743368725,-2.156666667,108.5733333,12.06,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 22:05:27+00,1743372327,-2.276666667,108.7333333,12.02,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/30 23:08:31+00,1743376111,-2.391666667,108.91,12.15,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 00:08:30+00,1743379710,-2.516666667,109.0683333,12.19,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 01:02:26+00,1743382946,-2.646666667,109.2,13.59,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 02:08:29+00,1743386909,-2.821666667,109.3833333,13.77,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 03:02:27.817+00,1743390147,-2.951666667,109.54,11.34,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 04:11:28+00,1743394288,-3.098333333,109.725,12.56,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 05:08:26+00,1743397706,-3.261666667,109.8416667,12.85,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 06:02:29+00,1743400949,-3.411666667,109.965,12.97,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 07:02:28+00,1743404548,-3.578333333,110.1016667,12.9,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 08:02:26+00,1743408146,-3.721666667,110.26,12.86,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 09:02:29+00,1743411749,-3.835,110.4416667,12.42,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 10:05:27+00,1743415527,-3.955,110.6216667,12.4,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 11:02:26+00,1743418946,-4.063333333,110.785,12.26,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 12:02:28+00,1743422548,-4.183333333,110.95,11.94,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 13:05:31+00,1743426331,-4.305,111.12,11.88,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 14:02:31+00,1743429751,-4.411666667,111.2766667,11.99,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 15:05:28+00,1743433528,-4.531666667,111.45,11,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 16:02:27+00,1743436947,-4.64,111.6083333,12.32,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 17:02:32+00,1743440552,-4.753333333,111.7766667,12.27,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 18:02:28+00,1743444148,-4.87,111.9433333,12.11,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 19:02:28+00,1743447748,-4.986666667,112.11,12.51,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 20:02:30+00,1743451350,-5.105,112.2816667,12.58,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 21:02:27+00,1743454947,-5.223333333,112.4566667,12.41,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 22:05:27+00,1743458727,-5.346666667,112.6333333,12.27,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/03/31 23:05:28+00,1743462328,-5.463333333,112.7983333,11.53,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 00:02:32+00,1743465752,-5.558333333,112.9566667,12.21,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 01:02:30+00,1743469350,-5.676666667,113.1216667,12.12,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 02:05:28+00,1743473128,-5.798333333,113.2983333,11.97,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 03:05:30+00,1743476730,-5.918333333,113.46,12.12,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 04:02:27+00,1743480147,-6.03,113.6166667,12.09,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 05:02:31+00,1743483751,-6.148333333,113.7783333,11.66,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 06:02:29+00,1743487349,-6.273333333,113.93,11.65,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 07:02:32+00,1743490952,-6.395,114.085,12.02,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 08:05:33+00,1743494733,-6.53,114.245,11.91,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 09:08:28+00,1743498508,-6.665,114.4083333,12.33,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 10:02:28+00,1743501748,-6.785,114.5466667,11.66,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 11:08:28+00,1743505708,-6.926666667,114.71,11.88,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 12:01:18+00,1743508878,-7.03937,114.8463517,12.64,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 13:02:30+00,1743512550,-7.203333333,114.99,12.86,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 14:02:27.181+00,1743516147,-7.368153333,115.1263583,9.42,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 15:02:28.894+00,1743519748,-7.531666667,115.2483333,10.75,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 16:05:27+00,1743523527,-7.691666667,115.385,11.71,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 17:02:33+00,1743526953,-7.825,115.5083333,11.48,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 18:05:29+00,1743530729,-7.983333333,115.6383333,12.02,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 19:11:28+00,1743534688,-8.156666667,115.78,11.53,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 20:02:27+00,1743537747,-8.3,115.845,10.4,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 21:17:28+00,1743542248,-8.496666667,115.785,9.88,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 22:02:28+00,1743544948,-8.615,115.74,10.82,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/01 23:02:28+00,1743548548,-8.805,115.71,12.89,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 00:02:30+00,1743552150,-9.008333333,115.69,11.43,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 01:02:28+00,1743555748,-9.195,115.735,11.8,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 02:01:32+00,1743559292,-9.392836667,115.7761567,12.14,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 03:02:30+00,1743562950,-9.595,115.8183333,11.36,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 04:02:28+00,1743566548,-9.8,115.8683333,12.18,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 05:02:29+00,1743570149,-9.996666667,115.9133333,12.49,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 06:02:29+00,1743573749,-10.20166667,115.9716667,13.33,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 07:02:31+00,1743577351,-10.41166667,116.0366667,13.65,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 08:11:26+00,1743581486,-10.66166667,116.105,13.2,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 09:02:29+00,1743584549,-10.84333333,116.15,13.88,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498900,Chemical/Products Tanker,2025/04/02 10:02:29+00,1743588149,-11.075,116.2033333,14.48,null,null,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
